#Running with delayMicroseconds Timer
#sampleCount	Signal	BPM	IBI	jitter
884	226	0	600	1032
886	224	0	600	1086
888	223	0	600	1006
890	218	0	600	1095
892	210	0	600	1112
894	204	0	600	1038
896	192	0	600	992
898	184	0	600	994
900	179	0	600	990
902	172	0	600	982
904	170	0	600	1027
906	167	0	600	986
908	157	0	600	1003
910	144	0	600	1169
912	127	0	600	1008
914	112	0	600	1029
916	103	0	600	1002
918	95	0	600	994
920	91	0	600	996
922	62	0	600	2116
924	42	0	600	993
926	39	0	600	986
928	12	0	600	984
930	13	0	600	978
932	12	0	600	972
934	12	0	600	993
936	12	0	600	980
938	31	0	600	975
940	39	0	600	976
942	62	0	600	973
944	68	0	600	1131
946	84	0	600	979
948	69	0	600	1137
950	83	0	600	1262
952	96	0	600	992
954	113	0	600	993
956	121	0	600	994
958	134	0	600	995
960	125	0	600	1161
962	103	0	600	2142
964	95	0	600	1002
966	115	0	600	987
968	145	0	600	973
970	176	0	600	976
972	200	0	600	973
974	227	0	600	974
976	246	0	600	974
978	246	0	600	973
980	246	0	600	973
982	246	0	600	973
984	246	0	600	971
986	246	0	600	975
988	246	0	600	973
990	246	0	600	982
992	246	0	600	978
994	246	0	600	993
996	246	0	600	990
998	246	0	600	991
1000	246	0	600	991
1002	246	0	600	2013
1004	246	0	600	978
1006	246	0	600	977
1008	246	0	600	974
1010	246	0	600	973
1012	246	0	600	976
1014	246	0	600	972
1016	246	0	600	972
1018	246	0	600	974
1020	246	0	600	973
1022	246	0	600	974
1024	246	0	600	977
1026	246	0	600	992
1028	246	0	600	991
1030	246	0	600	991
1032	246	0	600	991
1034	246	0	600	989
1036	246	0	600	990
1038	246	0	600	992
1040	246	0	600	974
1042	246	0	600	1800
1044	231	0	600	989
1046	225	0	600	976
1048	216	0	600	973
1050	209	0	600	973
1052	208	0	600	975
1054	202	0	600	973
1056	199	0	600	973
1058	196	0	600	972
1060	189	0	600	974
1062	185	0	600	972
1064	167	0	600	986
1066	144	0	600	1152
1068	114	0	600	1790
1070	87	0	600	1327
1072	65	0	600	1306
1074	50	0	600	996
1076	12	0	600	3243
1078	12	0	600	1048
1080	11	0	600	1108
1082	12	0	600	2422
1084	11	0	600	1064
1086	11	0	600	1012
1088	11	0	600	996
1090	11	0	600	994
1092	11	0	600	1059
1094	11	0	600	1035
1096	11	0	600	1055
1098	11	0	600	1322
1100	11	0	600	1039
1102	11	0	600	1047
1104	11	0	600	1026
1106	11	0	600	1028
1108	11	0	600	1057
1110	11	0	600	1016
1112	11	0	600	1037
1114	11	0	600	999
1116	11	0	600	991
1118	11	0	600	984
1120	11	0	600	982
1122	12	0	600	2031
1124	11	0	600	981
1126	11	0	600	975
1128	11	0	600	974
1130	11	0	600	975
1132	12	0	600	972
1134	11	0	600	1095
1136	11	0	600	974
1138	12	0	600	970
1140	12	0	600	974
1142	12	0	600	974
1144	12	0	600	973
1146	17	0	600	972
1148	39	0	600	975
1150	54	0	600	973
1152	73	0	600	974
1154	87	0	600	975
1156	100	0	600	972
1158	118	0	600	972
1160	130	0	600	973
1162	128	0	600	1870
1164	126	0	600	981
1166	131	0	600	977
1168	142	0	600	974
1170	155	0	600	972
1172	162	0	600	973
1174	175	0	600	974
1176	184	0	600	973
1178	191	0	600	986
1180	201	0	600	975
1182	207	0	600	973
1184	212	0	600	973
1186	219	0	600	972
1188	220	0	600	974
1190	224	0	600	972
1192	228	0	600	972
1194	227	0	600	996
1196	229	0	600	991
1198	230	0	600	990
1200	227	0	600	1020
1202	212	0	600	1805
1204	193	0	600	979
1206	188	0	600	976
1208	187	0	600	975
1210	184	0	600	974
1212	183	0	600	970
1214	185	0	600	974
1216	183	0	600	972
1218	185	0	600	973
1220	183	0	600	988
1222	180	0	600	973
1224	181	0	600	971
1226	178	0	600	979
1228	169	0	600	994
1230	169	0	600	993
1232	166	0	600	993
1234	164	0	600	990
1236	164	0	600	1004
1238	160	0	600	991
1240	159	0	600	991
1242	139	0	600	1896
1244	120	0	600	980
1246	118	0	600	978
1248	113	0	600	974
1250	114	0	600	973
1252	104	0	600	986
1254	104	0	600	1038
1256	104	0	600	1065
1258	107	0	600	975
1260	108	0	600	974
1262	112	0	600	973
1264	114	0	600	972
1266	114	0	600	984
1268	119	0	600	993
1270	120	0	600	990
1272	121	0	600	989
1274	126	0	600	991
1276	126	0	600	990
1278	124	0	600	992
1280	128	0	600	993
1282	109	0	600	1895
1284	96	0	600	981
1286	96	0	600	978
1288	95	0	600	975
1290	102	0	600	973
1292	105	0	600	972
1294	108	0	600	975
1296	115	0	600	974
1298	116	0	600	972
1300	120	0	600	974
1302	124	0	600	972
1304	124	0	600	972
1306	128	0	600	1039
1308	132	0	600	992
1310	131	0	600	993
1312	136	0	600	996
1314	137	0	600	992
1316	138	0	600	991
1318	143	0	600	993
1320	142	0	600	992
1322	127	0	600	1810
1324	112	0	600	978
1326	109	0	600	996
1328	112	0	600	973
1330	114	0	600	973
1332	116	0	600	976
1334	122	0	600	973
1336	125	0	600	973
1338	127	0	600	973
1340	132	0	600	973
1342	134	0	600	969
1344	135	0	600	977
1346	138	0	600	994
1348	137	0	600	1077
1350	141	0	600	993
1352	143	0	600	997
1354	143	0	600	991
1356	146	0	600	990
1358	147	0	600	1004
1360	140	0	600	991
1362	126	0	600	1895
1364	108	0	600	978
1366	109	0	600	975
1368	110	0	600	989
1370	111	0	600	954
1372	116	0	600	974
1374	121	0	600	972
1376	123	0	600	972
1378	127	0	600	973
1380	129	0	600	971
1382	131	0	600	972
1384	136	0	600	991
1386	137	0	600	992
1388	137	0	600	1087
1390	138	0	600	994
1392	137	0	600	994
1394	140	0	600	991
1396	143	0	600	993
1398	142	0	600	992
1400	144	0	600	991
1402	116	0	600	2438
1404	103	0	600	986
1406	103	0	600	976
1408	100	0	600	973
1410	103	0	600	975
1412	105	0	600	974
1414	106	0	600	973
1416	111	0	600	974
1418	114	0	600	974
1420	116	0	600	973
1422	122	0	600	972
1424	123	0	600	984
1426	127	0	600	994
1428	132	0	600	992
1430	133	0	600	991
1432	137	0	600	993
1434	141	0	600	992
1436	141	0	600	1018
1438	145	0	600	991
1440	146	0	600	991
1442	128	0	600	1845
1444	116	0	600	979
1446	114	0	600	976
1448	115	0	600	974
1450	120	0	600	973
1452	121	0	600	974
1454	126	0	600	1067
1456	126	0	600	976
1458	128	0	600	976
1460	135	0	600	972
1462	136	0	600	972
1464	136	0	600	974
1466	142	0	600	972
1468	139	0	600	974
1470	130	0	600	1731
1472	128	0	600	1191
1474	128	0	600	976
1476	131	0	600	973
1478	129	0	600	990
1480	130	0	600	974
1482	114	0	600	1875
1484	97	0	600	983
1486	99	0	600	975
1488	100	0	600	974
1490	102	0	600	974
1492	102	0	600	974
1494	107	0	600	987
1496	108	0	600	977
1498	116	0	600	974
1500	121	0	600	973
1502	125	0	600	979
1504	132	0	600	994
1506	134	0	600	991
1508	137	0	600	990
1510	143	0	600	1005
1512	143	0	600	990
1514	147	0	600	991
1516	150	0	600	992
1518	151	0	600	990
1520	153	0	600	1031
1522	135	0	600	1963
1524	120	0	600	982
1526	121	0	600	975
1528	119	0	600	972
1530	123	0	600	975
1532	128	0	600	974
1534	128	0	600	971
1536	130	0	600	977
1538	129	0	600	978
1540	130	0	600	977
1542	133	0	600	974
1544	131	0	600	973
1546	132	0	600	974
1548	136	0	600	978
1550	135	0	600	993
1552	137	0	600	1005
1554	140	0	600	991
1556	139	0	600	980
1558	141	0	600	973
1560	144	0	600	973
1562	124	0	600	2086
1564	113	0	600	981
1566	111	0	600	975
1568	111	0	600	978
1570	117	0	600	973
1572	119	0	600	973
1574	124	0	600	973
1576	129	0	600	973
1578	131	0	600	974
1580	136	0	600	972
1582	138	0	600	988
1584	139	0	600	974
1586	144	0	600	1009
1588	144	0	600	979
1590	145	0	600	989
1592	149	0	600	987
1594	148	0	600	993
1596	150	0	600	988
1598	152	0	600	987
1600	150	0	600	988
1602	135	0	600	1814
1604	119	0	600	977
1606	116	0	600	977
1608	118	0	600	975
1610	118	0	600	975
1612	119	0	600	973
1614	124	0	600	974
1616	125	0	600	974
1618	128	0	600	972
1620	130	0	600	973
1622	131	0	600	975
1624	129	0	600	974
1626	132	0	600	974
1628	131	0	600	1000
1630	136	0	600	975
1632	137	0	600	973
1634	137	0	600	972
1636	141	0	600	974
1638	141	0	600	973
1640	142	0	600	972
1642	126	0	600	1918
1644	108	0	600	975
1646	110	0	600	978
1648	108	0	600	977
1650	110	0	600	973
1652	114	0	600	1069
1654	113	0	600	977
1656	116	0	600	975
1658	123	0	600	973
1660	124	0	600	973
1662	127	0	600	974
1664	130	0	600	1104
1666	131	0	600	974
1668	133	0	600	976
1670	136	0	600	974
1672	135	0	600	972
1674	139	0	600	979
1676	139	0	600	994
1678	137	0	600	991
1680	141	0	600	998
1682	122	0	600	1871
1684	110	0	600	980
1686	110	0	600	976
1688	108	0	600	975
1690	113	0	600	973
1692	117	0	600	974
1694	119	0	600	974
1696	125	0	600	974
1698	128	0	600	972
1700	129	0	600	975
1702	135	0	600	974
1704	136	0	600	972
1706	138	0	600	985
1708	142	0	600	994
1710	141	0	600	993
1712	144	0	600	990
1714	146	0	600	996
1716	145	0	600	999
1718	147	0	600	990
1720	147	0	600	1026
1722	129	0	600	1795
1724	116	0	600	980
1726	111	0	600	976
1728	112	0	600	975
1730	115	0	600	973
1732	116	0	600	973
1734	116	0	600	980
1736	117	0	600	979
1738	111	0	600	975
1740	115	0	600	973
1742	117	0	600	975
1744	118	0	600	972
1746	120	0	600	978
1748	120	0	600	993
1750	121	0	600	990
1752	126	0	600	992
1754	126	0	600	992
1756	122	0	600	973
1758	126	0	600	974
1760	124	0	600	980
1762	110	0	600	1985
1764	96	0	600	979
1766	96	0	600	977
1768	101	0	600	989
1770	104	0	600	972
1772	109	0	600	972
1774	116	0	600	974
1776	120	0	600	972
1778	125	0	600	1058
1780	120	0	600	1359
1782	123	0	600	977
1784	128	0	600	974
1786	127	0	600	1070
1788	127	0	600	978
1790	132	0	600	974
1792	132	0	600	973
1794	135	0	600	974
1796	139	0	600	972
1798	140	0	600	973
1800	142	0	600	985
1802	125	0	600	1885
1804	108	0	600	980
1806	109	0	600	1096
1808	109	0	600	974
1810	114	0	600	974
1812	119	0	600	974
1814	122	0	600	976
1816	128	0	600	974
1818	133	0	600	973
1820	135	0	600	974
1822	140	0	600	973
1824	143	0	600	1006
1826	143	0	600	1020
1828	149	0	600	992
1830	150	0	600	992
1832	152	0	600	997
1834	156	0	600	990
1836	156	0	600	991
1838	157	0	600	991
1840	160	0	600	991
1842	141	0	600	1854
1844	128	0	600	978
1846	126	0	600	977
1848	124	0	600	975
1850	129	0	600	973
1852	129	0	600	1010
1854	132	0	600	975
1856	137	0	600	973
1858	137	0	600	975
1860	140	0	600	974
1862	143	0	600	973
1864	143	0	600	973
1866	146	0	600	995
1868	147	0	600	991
1870	146	0	600	993
1872	148	0	600	993
1874	148	0	600	974
1876	148	0	600	974
1878	148	0	600	978
1880	146	0	600	992
1882	129	0	600	1796
1884	113	0	600	983
1886	110	0	600	980
1888	105	0	600	990
1890	108	0	600	975
1892	109	0	600	976
1894	115	0	600	973
1896	116	0	600	973
1898	115	0	600	973
1900	121	0	600	974
1902	122	0	600	972
1904	125	0	600	977
1906	129	0	600	995
1908	129	0	600	991
1910	133	0	600	991
1912	135	0	600	1018
1914	135	0	600	989
1916	139	0	600	990
1918	139	0	600	991
1920	137	0	600	1088
1922	120	0	600	2045
1924	102	0	600	980
1926	103	0	600	977
1928	104	0	600	974
1930	106	0	600	973
1932	113	0	600	976
1934	116	0	600	973
1936	119	0	600	972
1938	114	0	600	1082
1940	116	0	600	976
1942	120	0	600	975
1944	125	0	600	978
1946	124	0	600	993
1948	128	0	600	992
1950	132	0	600	995
1952	133	0	600	992
1954	138	0	600	991
1956	140	0	600	991
1958	141	0	600	996
1960	145	0	600	989
1962	128	0	600	1836
1964	113	0	600	982
1966	115	0	600	975
1968	113	0	600	974
1970	117	0	600	972
1972	121	0	600	974
1974	123	0	600	987
1976	128	0	600	972
1978	131	0	600	975
1980	133	0	600	973
1982	139	0	600	972
1984	139	0	600	979
1986	139	0	600	1087
1988	140	0	600	996
1990	139	0	600	999
1992	142	0	600	993
1994	144	0	600	992
1996	144	0	600	991
1998	147	0	600	992
2000	148	0	600	991
2002	131	0	600	1831
2004	116	0	600	980
2006	112	0	600	976
2008	112	0	600	974
2010	116	0	600	973
2012	115	0	600	972
2014	120	0	600	973
2016	123	0	600	974
2018	125	0	600	973
2020	124	0	600	973
2022	127	0	600	976
2024	127	0	600	989
2026	132	0	600	992
2028	133	0	600	992
2030	135	0	600	991
2032	139	0	600	992
2034	139	0	600	991
2036	140	0	600	991
2038	143	0	600	993
2040	142	0	600	990
2042	125	0	600	1888
2044	109	0	600	979
2046	107	0	600	976
2048	109	0	600	988
2050	111	0	600	975
2052	114	0	600	1010
2054	120	0	600	975
2056	121	0	600	973
2058	126	0	600	975
2060	130	0	600	972
2062	131	0	600	973
2064	135	0	600	996
2066	137	0	600	992
2068	137	0	600	992
2070	142	0	600	996
2072	142	0	600	996
2074	142	0	600	991
2076	145	0	600	996
2078	144	0	600	991
2080	143	0	600	998
2082	127	0	600	1809
2084	110	0	600	978
2086	112	0	600	976
2088	111	0	600	973
2090	112	0	600	1005
2092	119	0	600	973
2094	120	0	600	974
2096	123	0	600	973
2098	128	0	600	973
2100	129	0	600	973
2102	132	0	600	978
2104	135	0	600	993
2106	135	0	600	991
2108	140	0	600	992
2110	140	0	600	990
2112	140	0	600	993
2114	144	0	600	990
2116	143	0	600	990
2118	143	0	600	992
2120	142	0	600	1084
2122	121	0	600	1827
2124	108	0	600	980
2126	108	0	600	976
2128	105	0	600	973
2130	111	0	600	973
2132	114	0	600	973
2134	117	0	600	973
2136	122	0	600	974
2138	124	0	600	974
2140	127	0	600	972
2142	131	0	600	978
2144	131	0	600	995
2146	131	0	600	990
2148	134	0	600	996
2150	134	0	600	992
2152	138	0	600	990
2154	132	0	600	994
2156	131	0	600	991
2158	135	0	600	992
2160	136	0	600	990
2162	119	0	600	1915
2164	107	0	600	982
2166	105	0	600	976
2168	105	0	600	974
2170	110	0	600	974
2172	112	0	600	972
2174	118	0	600	974
2176	122	0	600	974
2178	125	0	600	973
2180	131	0	600	973
2182	132	0	600	973
2184	134	0	600	976
2186	139	0	600	1009
2188	139	0	600	981
2190	141	0	600	991
2192	144	0	600	992
2194	143	0	600	990
2196	146	0	600	994
2198	147	0	600	991
2200	147	0	600	991
2202	133	0	600	1859
2204	116	0	600	978
2206	115	0	600	1078
2208	115	0	600	975
2210	115	0	600	974
2212	118	0	600	975
2214	120	0	600	973
2216	122	0	600	974
2218	127	0	600	973
2220	131	0	600	972
2222	131	0	600	976
2224	136	0	600	972
2226	137	0	600	972
2228	138	0	600	979
2230	142	0	600	990
2232	141	0	600	1014
2234	143	0	600	994
2236	145	0	600	986
2238	144	0	600	989
2240	147	0	600	987
2242	129	0	600	1810
2244	114	0	600	974
2246	115	0	600	975
2248	112	0	600	1008
2250	115	0	600	972
2252	120	0	600	1007
2254	120	0	600	975
2256	124	0	600	974
2258	128	0	600	973
2260	128	0	600	972
2262	133	0	600	975
2264	135	0	600	972
2266	135	0	600	972
2268	139	0	600	977
2270	139	0	600	991
2272	140	0	600	989
2274	142	0	600	988
2276	141	0	600	989
2278	141	0	600	987
2280	142	0	600	988
2282	123	0	600	1793
2284	109	0	600	978
2286	103	0	600	979
2288	100	0	600	977
2290	106	0	600	974
2292	108	0	600	973
2294	112	0	600	973
2296	118	0	600	973
2298	120	0	600	973
2300	123	0	600	973
2302	128	0	600	975
2304	129	0	600	972
2306	133	0	600	973
2308	135	0	600	975
2310	136	0	600	973
2312	140	0	600	973
2314	141	0	600	977
2316	141	0	600	990
2318	144	0	600	990
2320	144	0	600	1032
2322	127	0	600	1883
2324	113	0	600	977
2326	109	0	600	977
2328	111	0	600	991
2330	114	0	600	972
2332	116	0	600	973
2334	122	0	600	973
2336	124	0	600	974
2338	127	0	600	972
2340	131	0	600	972
2342	132	0	600	974
2344	134	0	600	973
2346	137	0	600	972
2348	135	0	600	1000
2350	137	0	600	989
2352	140	0	600	988
2354	139	0	600	989
2356	143	0	600	988
2358	144	0	600	988
2360	143	0	600	993
2362	130	0	600	1807
2364	107	0	600	978
2366	95	0	600	972
2368	97	0	600	975
2370	96	0	600	973
2372	100	0	600	973
2374	105	0	600	975
2376	108	0	600	975
2378	115	0	600	972
2380	118	0	600	973
2382	121	0	600	974
2384	128	0	600	971
2386	129	0	600	1004
2388	132	0	600	992
2390	138	0	600	988
2392	137	0	600	990
2394	137	0	600	1367
2396	133	0	600	1138
2398	131	0	600	995
2400	134	0	600	996
2402	115	0	600	1890
2404	101	0	600	980
2406	101	0	600	976
2408	99	0	600	974
2410	103	0	600	973
2412	104	0	600	974
2414	103	0	600	973
2416	109	0	600	973
2418	107	0	600	987
2420	109	0	600	977
2422	117	0	600	975
2424	121	0	600	973
2426	125	0	600	977
2428	132	0	600	993
2430	134	0	600	993
2432	138	0	600	990
2434	143	0	600	1004
2436	143	0	600	990
2438	147	0	600	990
2440	148	0	600	987
2442	111	0	600	1941
2444	100	0	600	1000
2446	99	0	600	978
2448	101	0	600	974
2450	109	0	600	973
2452	108	0	600	974
2454	115	0	600	1058
2456	122	0	600	975
2458	124	0	600	972
2460	131	0	600	975
2462	136	0	600	972
2464	139	0	600	973
2466	144	0	600	978
2468	146	0	600	993
2470	148	0	600	992
2472	153	0	600	996
2474	153	0	600	991
2476	156	0	600	992
2478	159	0	600	991
2480	155	0	600	991
2482	139	0	600	1956
2484	123	0	600	977
2486	121	0	600	979
2488	123	0	600	973
2490	124	0	600	978
2492	126	0	600	974
2494	132	0	600	975
2496	134	0	600	973
2498	137	0	600	973
2500	141	0	600	973
2502	142	0	600	986
2504	147	0	600	972
2506	147	0	600	990
2508	148	0	600	992
2510	152	0	600	990
2512	151	0	600	992
2514	151	0	600	991
2516	154	0	600	990
2518	151	0	600	1083
2520	149	0	600	991
2522	133	0	600	1824
2524	115	0	600	978
2526	116	0	600	976
2528	114	0	600	973
2530	115	0	600	973
2532	121	0	600	975
2534	122	0	600	975
2536	125	0	600	972
2538	129	0	600	973
2540	129	0	600	973
2542	133	0	600	973
2544	135	0	600	987
2546	135	0	600	974
2548	135	0	600	973
2550	130	0	600	974
2552	129	0	600	1007
2554	132	0	600	993
2556	133	0	600	991
2558	134	0	600	992
2560	137	0	600	991
2562	118	0	600	1901
2564	103	0	600	979
2566	103	0	600	975
2568	102	0	600	973
2570	107	0	600	973
2572	110	0	600	974
2574	112	0	600	973
