#Running with delayMicroseconds Timer
#sampleCount	Signal	BPM	IBI	jitter
2576	119	0	600	972
2578	120	0	600	973
2580	123	0	600	973
2582	129	0	600	986
2584	130	0	600	1014
2586	133	0	600	995
2588	137	0	600	992
2590	137	0	600	990
2592	140	0	600	993
2594	143	0	600	990
2596	142	0	600	992
2598	146	0	600	996
2600	146	0	600	992
2602	129	0	600	1832
2604	115	0	600	977
2606	112	0	600	975
2608	113	0	600	974
2610	117	0	600	972
2612	118	0	600	974
2614	121	0	600	973
2616	123	0	600	973
2618	123	0	600	975
2620	129	0	600	971
2622	131	0	600	973
2624	120	0	600	1055
2626	126	0	600	996
2628	126	0	600	992
2630	128	0	600	993
2632	132	0	600	991
2634	131	0	600	1080
2636	135	0	600	992
2638	137	0	600	1017
2640	136	0	600	992
2642	123	0	600	1845
2644	107	0	600	979
2646	107	0	600	976
2648	110	0	600	972
2650	109	0	600	1068
2652	112	0	600	977
2654	117	0	600	975
2656	119	0	600	1007
2658	125	0	600	973
2660	129	0	600	973
2662	130	0	600	974
2664	136	0	600	998
2666	137	0	600	994
2668	139	0	600	990
2670	143	0	600	991
2672	143	0	600	992
2674	146	0	600	990
2676	148	0	600	990
2678	147	0	600	992
2680	150	0	600	990
2682	123	0	600	1833
2684	107	0	600	987
2686	109	0	600	976
2688	107	0	600	974
2690	111	0	600	972
2692	116	0	600	975
2694	119	0	600	973
2696	122	0	600	971
2698	128	0	600	975
2700	129	0	600	972
2702	134	0	600	972
2704	135	0	600	991
2706	136	0	600	990
2708	140	0	600	997
2710	141	0	600	992
2712	142	0	600	991
2714	146	0	600	991
2716	145	0	600	995
2718	142	0	600	1086
2720	144	0	600	994
2722	124	0	600	1898
2724	112	0	600	980
2726	110	0	600	975
2728	109	0	600	974
2730	114	0	600	989
2732	117	0	600	972
2734	120	0	600	973
2736	125	0	600	973
2738	126	0	600	973
2740	131	0	600	975
2742	133	0	600	977
2744	133	0	600	993
2746	138	0	600	990
2748	137	0	600	992
2750	136	0	600	996
2752	140	0	600	996
2754	141	0	600	990
2756	140	0	600	997
2758	144	0	600	991
2760	143	0	600	991
2762	128	0	600	1809
2764	114	0	600	980
2766	111	0	600	977
2768	112	0	600	973
2770	115	0	600	976
2772	117	0	600	973
2774	124	0	600	972
2776	124	0	600	973
2778	128	0	600	973
2780	133	0	600	973
2782	132	0	600	972
2784	135	0	600	1007
2786	137	0	600	975
2788	137	0	600	972
2790	140	0	600	990
2792	141	0	600	993
2794	140	0	600	990
2796	143	0	600	994
2798	143	0	600	996
2800	142	0	600	994
2802	127	0	600	1797
2804	110	0	600	979
2806	111	0	600	977
2808	111	0	600	973
2810	112	0	600	974
2812	118	0	600	972
2814	113	0	600	974
2816	113	0	600	978
2818	118	0	600	974
2820	116	0	600	1078
2822	105	0	600	1774
2824	100	0	600	1008
2826	94	0	600	1003
2828	91	0	600	1001
2830	95	0	600	999
2832	97	0	600	997
2834	103	0	600	1052
2836	106	0	600	1002
2838	109	0	600	997
2840	115	0	600	996
2842	96	0	600	1988
2844	86	0	600	988
2846	88	0	600	981
2848	88	0	600	981
2850	94	0	600	1079
2852	96	0	600	983
2854	100	0	600	981
2856	110	0	600	981
2858	116	0	600	978
2860	121	0	600	979
2862	129	0	600	981
2864	133	0	600	979
2866	139	0	600	979
2868	145	0	600	1018
2870	147	0	600	999
2872	153	0	600	997
2874	156	0	600	1001
2876	158	0	600	998
2878	163	0	600	997
2880	164	0	600	996
2882	146	0	600	1873
2884	132	0	600	984
2886	128	0	600	982
2888	129	0	600	983
2890	133	0	600	980
2892	135	0	600	978
2894	141	0	600	979
2896	143	0	600	980
2898	146	0	600	978
2900	150	0	600	978
2902	151	0	600	978
2904	153	0	600	979
2906	157	0	600	978
2908	155	0	600	996
2910	158	0	600	996
2912	159	0	600	996
2914	158	0	600	1003
2916	160	0	600	996
2918	158	0	600	1077
2920	153	0	600	1005
2922	138	0	600	1833
2924	121	0	600	987
2926	119	0	600	980
2928	119	0	600	981
2930	119	0	600	979
2932	124	0	600	979
2934	125	0	600	981
2936	126	0	600	979
2938	130	0	600	978
2940	131	0	600	978
2942	133	0	600	980
2944	137	0	600	978
2946	130	0	600	978
2948	130	0	600	981
2950	134	0	600	978
2952	132	0	600	979
2954	134	0	600	990
2956	136	0	600	998
2958	135	0	600	996
2960	138	0	600	997
2962	120	0	600	1894
2964	105	0	600	985
2966	105	0	600	983
2968	103	0	600	980
2970	107	0	600	979
2972	111	0	600	979
2974	113	0	600	981
2976	119	0	600	979
2978	123	0	600	979
2980	123	0	600	978
2982	128	0	600	980
2984	130	0	600	1014
2986	131	0	600	987
2988	136	0	600	999
2990	136	0	600	997
2992	138	0	600	997
2994	142	0	600	995
2996	141	0	600	997
2998	143	0	600	996
3000	145	0	600	1001
3002	127	0	600	1807
3004	115	0	600	985
3006	112	0	600	982
3008	111	0	600	980
3010	115	0	600	979
3012	116	0	600	978
3014	118	0	600	982
3016	123	0	600	978
3018	124	0	600	978
3020	126	0	600	982
3022	129	0	600	978
3024	130	0	600	978
3026	135	0	600	986
3028	135	0	600	998
3030	136	0	600	997
3032	141	0	600	1000
3034	140	0	600	997
3036	142	0	600	996
3038	145	0	600	996
3040	143	0	600	999
3042	130	0	600	1791
3044	114	0	600	985
3046	111	0	600	982
3048	113	0	600	978
3050	114	0	600	1012
3052	117	0	600	981
3054	123	0	600	980
3056	124	0	600	979
3058	126	0	600	989
3060	131	0	600	982
3062	131	0	600	979
3064	134	0	600	1068
3066	136	0	600	992
3068	136	0	600	998
3070	140	0	600	996
3072	140	0	600	1000
3074	140	0	600	997
3076	144	0	600	995
3078	143	0	600	998
3080	139	0	600	999
3082	120	0	600	1879
3084	103	0	600	988
3086	104	0	600	986
3088	103	0	600	980
3090	102	0	600	980
3092	83	0	600	984
3094	48	0	600	1020
3096	28	0	600	1035
3098	12	0	600	987
3100	12	0	600	1007
3102	12	0	600	1064
3104	12	0	600	1100
3106	11	0	600	988
3108	11	0	600	997
3110	11	0	600	1022
3112	12	0	600	1012
3114	12	0	600	1758
3116	10	0	600	1036
3118	12	0	600	1594
3120	12	0	600	1773
3122	12	0	600	4275
3124	10	0	600	1251
3126	11	0	600	1069
3128	11	0	600	1027
3130	11	0	600	995
3132	11	0	600	985
3134	11	0	600	980
3136	11	0	600	981
3138	12	0	600	979
3140	12	0	600	979
3142	19	0	600	981
3144	49	0	600	979
3146	73	0	600	978
3148	96	0	600	980
3150	121	0	600	982
3152	140	0	600	978
3154	160	0	600	980
3156	179	0	600	980
3158	195	0	600	979
3160	216	0	600	979
3162	208	0	600	2032
3164	204	0	600	989
3166	217	0	600	983
3168	219	0	600	983
3170	231	0	600	979
3172	243	0	600	979
3174	246	0	600	979
3176	246	0	600	980
3178	246	0	600	979
3180	246	0	600	978
3182	246	0	600	980
3184	246	0	600	978
3186	246	0	600	979
3188	246	0	600	995
3190	246	0	600	998
3192	246	0	600	997
3194	246	0	600	995
3196	246	0	600	997
3198	246	0	600	996
3200	246	0	600	1000
3202	246	0	600	1843
3204	229	0	600	989
3206	221	0	600	982
3208	207	0	600	982
3210	207	0	600	979
3212	201	0	600	980
3214	199	0	600	980
3216	199	0	600	981
3218	195	0	600	978
3220	193	0	600	979
3222	190	0	600	980
3224	186	0	600	979
3226	185	0	600	978
3228	181	0	600	981
3230	177	0	600	979
3232	176	0	600	978
3234	171	0	600	979
3236	167	0	600	980
3238	167	0	600	978
3240	161	0	600	978
3242	140	0	600	1892
3244	121	0	600	988
3246	111	0	600	984
3248	108	0	600	981
3250	107	0	600	979
3252	107	0	600	979
3254	110	0	600	983
3256	109	0	600	980
3258	111	0	600	978
3260	113	0	600	979
3262	112	0	600	980
3264	115	0	600	978
3266	116	0	600	982
3268	115	0	600	998
3270	119	0	600	996
3272	119	0	600	997
3274	119	0	600	997
3276	122	0	600	996
3278	120	0	600	997
3280	119	0	600	1000
3282	35	0	600	20128
3284	41	0	600	1112
3286	49	0	600	981
3288	56	0	600	1042
3290	68	0	600	979
3292	78	0	600	979
3294	67	0	600	980
3296	79	0	600	981
3298	89	0	600	980
3300	96	0	600	979
3302	107	0	600	981
3304	114	0	600	979
3306	122	0	600	978
3308	131	0	600	995
3310	135	0	600	997
3312	142	0	600	996
3314	149	0	600	997
3316	152	0	600	996
3318	158	0	600	996
3320	161	0	600	1001
3322	145	0	600	1931
3324	134	0	600	988
3326	132	0	600	981
3328	128	0	600	983
3330	134	0	600	978
3332	136	0	600	979
3334	140	0	600	981
3336	146	0	600	979
3338	148	0	600	978
3340	153	0	600	979
3342	156	0	600	981
3344	158	0	600	979
3346	162	0	600	979
3348	163	0	600	982
3350	165	0	600	980
3352	168	0	600	979
3354	166	0	600	992
3356	167	0	600	998
3358	169	0	600	996
3360	167	0	600	997
3362	151	0	600	1893
3364	134	0	600	988
3366	129	0	600	984
3368	130	0	600	982
3370	129	0	600	979
3372	132	0	600	978
3374	136	0	600	981
3376	136	0	600	980
3378	140	0	600	978
3380	142	0	600	979
3382	142	0	600	979
3384	145	0	600	979
3386	146	0	600	983
3388	145	0	600	998
3390	148	0	600	996
3392	147	0	600	995
3394	147	0	600	996
3396	150	0	600	995
3398	147	0	600	994
3400	144	0	600	1003
3402	128	0	600	1813
3404	111	0	600	987
3406	108	0	600	983
3408	102	0	600	981
3410	97	0	600	980
3412	101	0	600	978
3414	102	0	600	980
3416	105	0	600	978
3418	110	0	600	978
3420	109	0	600	982
3422	113	0	600	979
3424	117	0	600	978
3426	117	0	600	978
3428	121	0	600	981
3430	123	0	600	978
3432	122	0	600	980
3434	127	0	600	981
3436	128	0	600	978
3438	128	0	600	978
3440	130	0	600	981
3442	112	0	600	1845
3444	103	0	600	987
3446	103	0	600	987
3448	102	0	600	979
3450	109	0	600	979
3452	112	0	600	978
3454	116	0	600	982
3456	124	0	600	978
3458	126	0	600	979
3460	124	0	600	981
3462	130	0	600	979
3464	132	0	600	979
3466	135	0	600	983
3468	137	0	600	999
3470	138	0	600	996
3472	141	0	600	999
3474	144	0	600	980
3476	144	0	600	979
3478	147	0	600	979
3480	143	0	600	995
3482	120	0	600	1906
3484	105	0	600	991
3486	102	0	600	1059
3488	103	0	600	980
3490	107	0	600	979
3492	108	0	600	979
3494	114	0	600	980
3496	116	0	600	1074
3498	118	0	600	980
3500	124	0	600	982
3502	125	0	600	979
3504	129	0	600	978
3506	130	0	600	996
3508	132	0	600	998
3510	136	0	600	997
3512	141	0	600	1000
3514	141	0	600	998
3516	145	0	600	996
3518	147	0	600	1002
3520	147	0	600	997
3522	135	0	600	1855
3524	118	0	600	986
3526	119	0	600	983
3528	120	0	600	980
3530	121	0	600	979
3532	126	0	600	982
3534	128	0	600	980
3536	129	0	600	980
3538	134	0	600	980
3540	137	0	600	980
3542	139	0	600	978
3544	142	0	600	982
3546	139	0	600	998
3548	131	0	600	996
3550	127	0	600	1000
3552	122	0	600	1000
3554	125	0	600	991
3556	128	0	600	994
3558	127	0	600	1000
3560	131	0	600	998
3562	115	0	600	1862
3564	99	0	600	989
3566	102	0	600	984
3568	99	0	600	979
3570	104	0	600	1009
3572	110	0	600	980
3574	112	0	600	980
3576	118	0	600	978
3578	120	0	600	991
3580	123	0	600	980
3582	130	0	600	979
3584	134	0	600	979
3586	136	0	600	981
3588	142	0	600	978
3590	143	0	600	979
3592	140	0	600	982
3594	145	0	600	979
3596	146	0	600	978
3598	148	0	600	984
3600	151	0	600	999
3602	131	0	600	1906
3604	119	0	600	987
3606	118	0	600	983
3608	118	0	600	979
3610	122	0	600	979
3612	124	0	600	981
3614	128	0	600	980
3616	134	0	600	978
3618	135	0	600	981
3620	139	0	600	978
3622	143	0	600	979
3624	143	0	600	978
3626	147	0	600	982
3628	149	0	600	977
3630	149	0	600	985
3632	153	0	600	1038
3634	152	0	600	998
3636	152	0	600	997
3638	155	0	600	999
3640	153	0	600	997
3642	138	0	600	1810
3644	122	0	600	988
3646	119	0	600	983
3648	120	0	600	981
3650	122	0	600	979
3652	124	0	600	980
3654	129	0	600	979
3656	130	0	600	979
3658	132	0	600	980
3660	136	0	600	980
3662	136	0	600	978
3664	137	0	600	991
3666	140	0	600	998
3668	136	0	600	997
3670	140	0	600	1001
3672	141	0	600	997
3674	140	0	600	997
3676	143	0	600	998
3678	143	0	600	996
3680	142	0	600	996
3682	127	0	600	1785
3684	110	0	600	988
3686	111	0	600	983
3688	111	0	600	980
3690	111	0	600	980
3692	117	0	600	982
3694	120	0	600	978
3696	121	0	600	979
3698	127	0	600	1013
3700	128	0	600	983
3702	131	0	600	979
3704	134	0	600	1053
3706	134	0	600	997
3708	137	0	600	995
3710	140	0	600	997
3712	139	0	600	997
3714	143	0	600	995
3716	143	0	600	1000
3718	142	0	600	996
3720	146	0	600	996
3722	127	0	600	1790
3724	107	0	600	987
3726	108	0	600	999
3728	105	0	600	983
3730	110	0	600	980
3732	113	0	600	979
3734	113	0	600	978
3736	118	0	600	981
3738	114	0	600	980
3740	113	0	600	979
3742	111	0	600	980
3744	99	0	600	981
3746	100	0	600	979
3748	93	0	600	979
3750	94	0	600	992
3752	99	0	600	997
3754	105	0	600	998
3756	107	0	600	996
3758	114	0	600	980
3760	118	0	600	979
3762	98	0	600	1942
3764	91	0	600	989
3766	92	0	600	1021
3768	93	0	600	979
3770	102	0	600	981
3772	107	0	600	978
3774	115	0	600	981
3776	121	0	600	982
3778	126	0	600	979
3780	134	0	600	979
3782	138	0	600	984
3784	141	0	600	1000
3786	148	0	600	998
3788	150	0	600	996
3790	152	0	600	999
3792	158	0	600	997
3794	158	0	600	996
3796	160	0	600	1000
3798	163	0	600	995
3800	163	0	600	996
3802	146	0	600	1832
3804	129	0	600	987
3806	128	0	600	984
3808	130	0	600	980
3810	131	0	600	979
3812	134	0	600	979
3814	139	0	600	979
3816	139	0	600	1036
3818	143	0	600	979
3820	146	0	600	979
3822	145	0	600	984
3824	150	0	600	999
3826	150	0	600	996
3828	150	0	600	1002
3830	153	0	600	996
3832	152	0	600	1032
3834	152	0	600	999
3836	154	0	600	997
3838	152	0	600	997
3840	153	0	600	998
3842	136	0	600	1845
3844	120	0	600	988
3846	120	0	600	982
3848	116	0	600	980
3850	118	0	600	980
3852	123	0	600	979
3854	123	0	600	978
3856	122	0	600	979
3858	125	0	600	981
3860	126	0	600	979
3862	128	0	600	1044
3864	131	0	600	981
3866	131	0	600	979
3868	132	0	600	979
3870	133	0	600	981
3872	134	0	600	979
3874	136	0	600	984
3876	135	0	600	998
3878	137	0	600	996
3880	140	0	600	996
3882	118	0	600	1886
3884	105	0	600	986
3886	103	0	600	982
3888	101	0	600	981
3890	107	0	600	979
3892	110	0	600	979
3894	112	0	600	980
3896	119	0	600	980
3898	120	0	600	1014
3900	123	0	600	980
3902	128	0	600	985
3904	129	0	600	979
3906	133	0	600	980
3908	135	0	600	1007
3910	135	0	600	997
3912	139	0	600	998
3914	140	0	600	1001
3916	140	0	600	997
3918	143	0	600	996
3920	143	0	600	996
3922	127	0	600	1807
3924	113	0	600	1061
3926	110	0	600	983
3928	111	0	600	981
3930	114	0	600	979
3932	116	0	600	979
3934	120	0	600	979
3936	121	0	600	980
3938	124	0	600	979
3940	129	0	600	978
3942	130	0	600	981
3944	133	0	600	978
3946	137	0	600	978
3948	136	0	600	996
3950	138	0	600	998
3952	135	0	600	996
3954	127	0	600	998
3956	130	0	600	999
3958	129	0	600	996
3960	127	0	600	996
3962	112	0	600	1847
3964	96	0	600	989
3966	95	0	600	1020
3968	94	0	600	980
3970	95	0	600	979
3972	102	0	600	979
3974	104	0	600	1004
3976	107	0	600	980
3978	113	0	600	979
3980	99	0	600	979
3982	105	0	600	982
3984	113	0	600	978
3986	116	0	600	980
3988	121	0	600	980
3990	122	0	600	982
3992	125	0	600	978
3994	129	0	600	990
3996	133	0	600	998
3998	134	0	600	997
4000	139	0	600	996
4002	121	0	600	1942
4004	108	0	600	987
4006	110	0	600	983
4008	110	0	600	981
4010	115	0	600	979
4012	121	0	600	1010
4014	124	0	600	980
4016	131	0	600	978
4018	135	0	600	979
4020	137	0	600	1024
4022	143	0	600	980
4024	145	0	600	978
4026	147	0	600	982
4028	152	0	600	998
4030	152	0	600	996
4032	154	0	600	1033
4034	157	0	600	998
4036	155	0	600	996
4038	157	0	600	996
4040	159	0	600	998
4042	140	0	600	1815
4044	128	0	600	986
4046	124	0	600	984
4048	124	0	600	981
4050	128	0	600	979
4052	128	0	600	978
4054	133	0	600	980
4056	137	0	600	979
4058	137	0	600	978
4060	140	0	600	982
4062	143	0	600	979
4064	143	0	600	978
4066	146	0	600	986
4068	143	0	600	998
4070	143	0	600	997
4072	146	0	600	996
4074	145	0	600	996
4076	146	0	600	996
4078	148	0	600	997
4080	146	0	600	999
4082	132	0	600	1790
4084	115	0	600	987
4086	112	0	600	1044
4088	113	0	600	980
4090	113	0	600	979
4092	116	0	600	980
4094	121	0	600	979
4096	122	0	600	979
4098	125	0	600	979
4100	128	0	600	980
4102	129	0	600	979
4104	133	0	600	977
4106	134	0	600	991
4108	134	0	600	998
4110	137	0	600	997
4112	136	0	600	1001
4114	137	0	600	998
4116	140	0	600	997
4118	140	0	600	997
4120	141	0	600	996
4122	120	0	600	1845
4124	102	0	600	993
4126	103	0	600	984
4128	103	0	600	980
4130	105	0	600	979
4132	110	0	600	1015
4134	112	0	600	981
4136	114	0	600	978
4138	119	0	600	980
4140	120	0	600	981
4142	124	0	600	978
4144	128	0	600	979
4146	128	0	600	1000
4148	133	0	600	997
4150	135	0	600	996
4152	135	0	600	1001
4154	138	0	600	996
4156	135	0	600	1007
4158	125	0	600	998
4160	128	0	600	997
4162	108	0	600	1936
4164	92	0	600	988
4166	92	0	600	984
4168	90	0	600	980
4170	96	0	600	979
4172	100	0	600	1013
4174	103	0	600	979
4176	111	0	600	979
4178	110	0	600	979
4180	115	0	600	982
4182	122	0	600	979
4184	124	0	600	978
4186	129	0	600	980
4188	135	0	600	979
4190	137	0	600	978
4192	140	0	600	981
4194	144	0	600	980
4196	145	0	600	979
4198	149	0	600	983
4200	150	0	600	999
4202	132	0	600	1844
4204	119	0	600	987
4206	116	0	600	983
4208	118	0	600	978
4210	123	0	600	979
4212	124	0	600	979
4214	131	0	600	979
4216	134	0	600	978
4218	135	0	600	983
4220	140	0	600	978
4222	141	0	600	979
4224	143	0	600	984
4226	147	0	600	999
4228	147	0	600	997
4230	149	0	600	1001
4232	151	0	600	1034
4234	150	0	600	998
4236	152	0	600	996
4238	153	0	600	997
4240	152	0	600	997
4242	137	0	600	1807
4244	120	0	600	986
4246	119	0	600	982
4248	120	0	600	979
4250	119	0	600	979
4252	124	0	600	981
4254	122	0	600	980
4256	122	0	600	980
4258	126	0	600	983
4260	128	0	600	979
4262	129	0	600	978
4264	133	0	600	985
4266	134	0	600	1000
4268	134	0	600	997
4270	136	0	600	998
4272	135	0	600	998
4274	137	0	600	998
4276	140	0	600	997
4278	138	0	600	1003
4280	141	0	600	997
4282	124	0	600	1880
4284	107	0	600	987
4286	108	0	600	984
4288	106	0	600	979
4290	109	0	600	979
4292	115	0	600	982
4294	117	0	600	979
4296	120	0	600	978
4298	124	0	600	1017
4300	125	0	600	979
4302	131	0	600	979
4304	133	0	600	997
4306	134	0	600	998
4308	139	0	600	996
4310	139	0	600	1000
4312	140	0	600	997
4314	144	0	600	997
4316	143	0	600	1001
4318	145	0	600	997
4320	147	0	600	996
4322	127	0	600	1804
4324	115	0	600	988
4326	113	0	600	983
4328	112	0	600	979
4330	116	0	600	980
4332	117	0	600	979
4334	120	0	600	978
4336	122	0	600	980
4338	123	0	600	980
4340	127	0	600	978
4342	130	0	600	978
4344	131	0	600	1000
4346	135	0	600	996
4348	136	0	600	996
4350	137	0	600	1000
4352	140	0	600	1073
4354	139	0	600	999
4356	140	0	600	1001
4358	143	0	600	996
4360	142	0	600	996
4362	127	0	600	1786
4364	112	0	600	1021
4366	110	0	600	983
4368	112	0	600	980
4370	113	0	600	981
4372	116	0	600	979
4374	122	0	600	978
4376	123	0	600	980
4378	126	0	600	980
4380	131	0	600	978
4382	131	0	600	983
4384	135	0	600	998
4386	132	0	600	999
4388	131	0	600	997
4390	135	0	600	1030
4392	136	0	600	997
4394	136	0	600	996
4396	140	0	600	998
4398	135	0	600	997
4400	134	0	600	998
4402	106	0	600	1952
4404	90	0	600	989
4406	91	0	600	983
4408	88	0	600	979
4410	91	0	600	980
4412	98	0	600	980
4414	102	0	600	978
4416	104	0	600	982
4418	111	0	600	979
4420	113	0	600	979
4422	114	0	600	984
4424	120	0	600	1000
4426	122	0	600	997
4428	128	0	600	1002
4430	132	0	600	1035
4432	134	0	600	999
4434	139	0	600	997
4436	142	0	600	997
4438	143	0	600	997
4440	148	0	600	997
4442	131	0	600	1885
4444	118	0	600	995
4446	120	0	600	983
4448	117	0	600	980
4450	123	0	600	981
4452	127	0	600	979
4454	127	0	600	978
4456	134	0	600	980
4458	137	0	600	978
4460	139	0	600	979
4462	144	0	600	981
4464	144	0	600	978
4466	147	0	600	978
4468	151	0	600	984
4470	148	0	600	997
4472	150	0	600	999
4474	152	0	600	1001
4476	151	0	600	997
4478	154	0	600	996
4480	154	0	600	996
4482	135	0	600	1807
4484	123	0	600	983
4486	119	0	600	984
4488	118	0	600	980
4490	121	0	600	980
4492	121	0	600	978
4494	126	0	600	978
4496	128	0	600	1013
4498	130	0	600	981
4500	134	0	600	978
4502	134	0	600	982
4504	136	0	600	979
4506	140	0	600	978
4508	139	0	600	984
4510	140	0	600	998
4512	143	0	600	996
4514	142	0	600	1001
4516	144	0	600	995
4518	140	0	600	996
4520	138	0	600	997
4522	123	0	600	1908
4524	106	0	600	987
4526	105	0	600	983
4528	106	0	600	984
4530	107	0	600	979
4532	112	0	600	979
4534	115	0	600	981
4536	115	0	600	980
4538	120	0	600	978
4540	122	0	600	979
4542	124	0	600	980
4544	129	0	600	978
4546	131	0	600	980
4548	132	0	600	989
4550	137	0	600	979
4552	137	0	600	979
4554	138	0	600	983
4556	141	0	600	999
4558	140	0	600	996
4560	141	0	600	1003
4562	125	0	600	1843
4564	110	0	600	988
4566	110	0	600	1023
4568	108	0	600	1008
4570	110	0	600	996
4572	116	0	600	996
4574	118	0	600	995
4576	122	0	600	993
4578	127	0	600	993
4580	126	0	600	994
4582	131	0	600	994
4584	134	0	600	993
4586	133	0	600	993
4588	138	0	600	995
4590	139	0	600	993
4592	140	0	600	994
4594	144	0	600	997
4596	143	0	600	990
4598	145	0	600	992
4600	148	0	600	997
4602	126	0	600	1879
4604	113	0	600	988
4606	110	0	600	980
4608	109	0	600	980
4610	115	0	600	979
4612	116	0	600	978
4614	119	0	600	983
4616	125	0	600	978
4618	126	0	600	979
4620	125	0	600	978
4622	130	0	600	982
4624	130	0	600	978
4626	134	0	600	984
4628	135	0	600	996
4630	134	0	600	1031
4632	138	0	600	994
4634	139	0	600	997
4636	140	0	600	993
4638	143	0	600	994
4640	143	0	600	999
4642	127	0	600	1843
4644	113	0	600	986
4646	110	0	600	981
4648	111	0	600	980
4650	108	0	600	986
4652	110	0	600	986
4654	117	0	600	982
4656	120	0	600	979
4658	123	0	600	979
4660	127	0	600	984
4662	128	0	600	979
4664	132	0	600	978
4666	126	0	600	979
4668	127	0	600	979
4670	129	0	600	979
4672	131	0	600	978
4674	132	0	600	978
4676	136	0	600	979
4678	138	0	600	978
4680	138	0	600	980
4682	124	0	600	1901
4684	108	0	600	987
4686	109	0	600	984
4688	111	0	600	980
4690	112	0	600	979
4692	116	0	600	980
4694	120	0	600	980
4696	121	0	600	1015
4698	128	0	600	981
4700	130	0	600	982
4702	132	0	600	980
4704	137	0	600	979
4706	136	0	600	979
4708	140	0	600	987
4710	143	0	600	980
4712	143	0	600	984
4714	146	0	600	999
4716	148	0	600	998
4718	147	0	600	997
4720	149	0	600	998
4722	131	0	600	1817
4724	117	0	600	986
4726	116	0	600	986
4728	112	0	600	979
4730	116	0	600	979
4732	120	0	600	979
4734	120	0	600	981
4736	124	0	600	978
4738	124	0	600	979
4740	126	0	600	980
4742	132	0	600	979
4744	133	0	600	980
4746	134	0	600	994
4748	139	0	600	995
4750	138	0	600	995
4752	140	0	600	998
4754	143	0	600	994
4756	142	0	600	994
4758	144	0	600	998
4760	145	0	600	995
4762	39	0	600	1822
4764	30	0	600	987
4766	27	0	600	982
4768	36	0	600	979
4770	50	0	600	979
4772	59	0	600	982
4774	50	0	600	979
4776	12	0	600	978
4778	12	0	600	979
4780	12	0	600	981
4782	25	0	600	1364
4784	41	0	600	995
4786	61	0	600	984
4788	71	0	600	980
4790	12	0	600	977
4792	12	0	600	1007
4794	12	0	600	978
4796	37	0	600	978
4798	61	0	600	979
4800	81	0	600	980
4802	89	0	600	1899
4804	12	0	600	988
4806	24	0	600	982
4808	48	0	600	979
4810	70	0	600	984
4812	92	0	600	980
4814	115	0	600	980
4816	132	0	600	977
4818	116	0	600	985
4820	83	0	600	976
4822	103	0	600	979
4824	124	0	600	979
4826	142	0	600	979
4828	156	0	600	979
4830	168	0	600	1016
4832	138	0	600	982
4834	104	0	600	979
4836	120	0	600	981
4838	130	0	600	978
4840	145	0	600	981
4842	146	0	600	1857
4844	139	0	600	987
4846	126	0	600	981
4848	136	0	600	980
4850	147	0	600	979
4852	161	0	600	980
4854	171	0	600	978
4856	183	0	600	979
4858	193	0	600	982
4860	199	0	600	978
4862	208	0	600	979
4864	213	0	600	978
4866	217	0	600	980
4868	225	0	600	979
4870	227	0	600	978
4872	228	0	600	979
4874	234	0	600	978
4876	232	0	600	978
4878	232	0	600	1001
4880	125	0	600	978
4882	119	0	600	1806
4884	114	0	600	989
4886	122	0	600	980
4888	128	0	600	980
4890	139	0	600	979
4892	67	0	600	981
4894	82	0	600	978
4896	98	0	600	1014
4898	110	0	600	983
4900	122	0	600	979
4902	136	0	600	978
4904	142	0	600	1003
4906	121	0	600	980
4908	79	0	600	978
4910	91	0	600	982
4912	107	0	600	993
4914	120	0	600	991
4916	125	0	600	1325
4918	139	0	600	983
4920	146	0	600	980
4922	77	0	600	1923
4924	46	0	600	987
4926	58	0	600	981
4928	74	0	600	979
4930	91	0	600	982
4932	104	0	600	979
4934	118	0	600	979
4936	124	0	600	979
4938	135	0	600	980
4940	150	0	600	979
4942	159	0	600	978
4944	168	0	600	981
4946	179	0	600	979
4948	185	0	600	978
4950	192	0	600	978
4952	199	0	600	979
4954	202	0	600	979
4956	208	0	600	983
4958	211	0	600	996
4960	211	0	600	994
4962	198	0	600	1808
4964	180	0	600	987
4966	175	0	600	981
4968	106	0	600	979
4970	98	0	600	981
4972	110	0	600	981
4974	120	0	600	978
4976	126	0	600	978
4978	136	0	600	980
4980	143	0	600	978
4982	65	0	600	983
4984	79	0	600	996
4986	90	0	600	994
4988	102	0	600	993
4990	114	0	600	993
4992	122	0	600	993
4994	130	0	600	993
4996	96	0	600	999
4998	66	0	600	994
5000	81	0	600	993
5002	78	0	600	1791
5004	72	0	600	987
5006	85	0	600	981
5008	90	0	600	1009
5010	101	0	600	982
5012	35	0	600	980
5014	51	0	600	979
5016	69	0	600	982
5018	87	0	600	979
5020	101	0	600	978
5022	115	0	600	983
5024	91	0	600	996
5026	72	0	600	993
5028	91	0	600	993
5030	105	0	600	1030
5032	115	0	600	994
5034	128	0	600	994
5036	92	0	600	1023
5038	76	0	600	1058
5040	66	0	600	1007
5042	20	0	600	2100
5044	12	0	600	1084
5046	12	0	600	1304
5048	12	0	600	1003
5050	11	0	600	1004
5052	12	0	600	1016
5054	12	0	600	1021
5056	11	0	600	1012
5058	10	0	600	1041
5060	11	0	600	1619
5062	11	0	600	1030
5064	11	0	600	1058
5066	11	0	600	1030
5068	11	0	600	1118
5070	11	0	600	1004
5072	11	0	600	1054
5074	11	0	600	1075
5076	11	0	600	1016
